en,de_teacher
The the club won the championship after a significant victory.,Nach einem bedeutenden Sieg gewann der Verein die Meisterschaft.
The significant storm led to the confusion.,Der starke Sturm sorgte für Verwirrung.
"According to experts, the launch will happen in tomorrow.",Experten zufolge wird der Start morgen erfolgen.
This gadget costs 168 euros.,Dieses Gadget kostet 168 Euro.
I need to triggered the analysis before the deadline.,Ich muss die Analyse vor Ablauf der Frist auslösen.
"According to the ministry, the meeting will happen in in two days.",Nach Angaben des Ministeriums soll das Treffen in zwei Tagen stattfinden.
The dramatic change resulted in the delay.,Die dramatische Veränderung führte zu der Verzögerung.
The the squad won the championship after a dramatic victory.,Nach einem dramatischen Sieg gewann die Mannschaft die Meisterschaft.
I need to led to the analysis before the deadline.,Ich muss vor Ablauf der Frist zur Analyse geführt werden.
This gadget costs 214 euros.,Dieses Gadget kostet 214 Euro.
I need to led to the overview before the deadline.,Ich muss vor Ablauf der Frist zur Übersicht geführt werden.
Please triggered the contract by the end of the week.,Bitte lösen Sie den Vertrag bis zum Ende der Woche aus.
The patient was diagnosed with an infection.,Bei dem Patienten wurde eine Infektion diagnostiziert.
"According to the report, the vote will happen in tomorrow.",Dem Bericht zufolge soll die Abstimmung morgen stattfinden.
The unexpected change triggered the damage.,Die unerwartete Veränderung löste den Schaden aus.
I need to triggered the overview before the meeting.,Ich muss die Übersicht vor dem Meeting auslösen.
The the storm forced the cancellation of 41 appointments.,Der Sturm erzwang die Absage von 41 Terminen.
"According to officials, the vote will happen in next week.",Nach Angaben von Beamten wird die Abstimmung nächste Woche stattfinden.
The the squad won the championship after a slight victory.,Nach einem knappen Sieg gewann die Mannschaft die Meisterschaft.
"According to the ministry, the meeting will happen in tomorrow.",Nach Angaben des Ministeriums wird das Treffen morgen stattfinden.
The slight old house stood at the end of the the lane.,Das kleine alte Haus stand am Ende der Gasse.
The slight old house stood at the end of the the street.,Das kleine alte Haus stand am Ende der Straße.
I need to caused the summary before the end of day.,Ich muss die Zusammenfassung vor dem Ende des Tages erstellen.
The the heat forced the cancellation of 14 flights.,Die Hitze zwang zur Annullierung von 14 Flügen.
The the squad won the championship after a slight victory.,Nach einem knappen Sieg gewann die Mannschaft die Meisterschaft.
The dramatic discovery led to the damage.,Der dramatische Fund führte zu dem Schaden.
The the squad won the championship after a dramatic victory.,Nach einem dramatischen Sieg gewann die Mannschaft die Meisterschaft.
Please caused the proposal by Friday.,Bitte reichen Sie den Vorschlag bis Freitag ein.
The significant old house stood at the end of the the street.,Am Ende der Straße stand das bedeutende alte Haus.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
The patient was diagnosed with an infection.,Bei dem Patienten wurde eine Infektion diagnostiziert.
The the club won the championship after a unexpected victory.,Nach einem unerwarteten Sieg gewann der Verein die Meisterschaft.
The patient was diagnosed with an infection.,Bei dem Patienten wurde eine Infektion diagnostiziert.
"According to experts, the vote will happen in soon.",Laut Experten wird die Abstimmung bald stattfinden.
The patient was diagnosed with an infection.,Bei dem Patienten wurde eine Infektion diagnostiziert.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
I need to led to the analysis before the deadline.,Ich muss vor Ablauf der Frist zur Analyse geführt werden.
The significant old house stood at the end of the the street.,Am Ende der Straße stand das bedeutende alte Haus.
The patient was diagnosed with an infection.,Bei dem Patienten wurde eine Infektion diagnostiziert.
This machine costs 829 euros.,Diese Maschine kostet 829 Euro.
This tool costs 831 euros.,Dieses Werkzeug kostet 831 Euro.
Please triggered the invoice by Friday.,Bitte senden Sie die Rechnung bis Freitag.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
Scientists have discovered a unexpected storm in the mountains.,Wissenschaftler haben einen unerwarteten Sturm in den Bergen entdeckt.
The dramatic old house stood at the end of the the path.,Das eindrucksvolle alte Haus stand am Ende des Weges.
"According to experts, the ceremony will happen in next week.",Experten zufolge wird die Zeremonie nächste Woche stattfinden.
The dramatic event led to the problems.,Das dramatische Ereignis führte zu den Problemen.
I need to resulted in the summary before the deadline.,Ich muss die Zusammenfassung vor Ablauf der Frist fertigstellen.
This tool costs 359 euros.,Dieses Tool kostet 359 Euro.
This device costs 788 euros.,Dieses Gerät kostet 788 Euro.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
The the storm forced the cancellation of 9 meetings.,Der Sturm erzwang die Absage von 9 Treffen.
The the club won the championship after a dramatic victory.,Nach einem dramatischen Sieg gewann der Verein die Meisterschaft.
"According to officials, the meeting will happen in tomorrow.",Nach Angaben der Beamten wird das Treffen morgen stattfinden.
Scientists have discovered a massive change in the mountains.,Wissenschaftler haben eine massive Veränderung in den Bergen entdeckt.
Scientists have discovered a significant event in the forest.,Wissenschaftler haben ein bedeutendes Ereignis im Wald entdeckt.
The unexpected report triggered the damage.,Der unerwartete Bericht löste den Schaden aus.
Scientists have discovered a unexpected event in the forest.,Wissenschaftler haben ein unerwartetes Ereignis im Wald entdeckt.
Scientists have discovered a slight event in the desert.,Wissenschaftler haben ein kleines Ereignis in der Wüste entdeckt.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
Scientists have discovered a significant change in the forest.,Wissenschaftler haben eine bedeutende Veränderung im Wald entdeckt.
I need to triggered the analysis before the deadline.,Ich muss die Analyse vor Ablauf der Frist auslösen.
This tool costs 653 euros.,Dieses Werkzeug kostet 653 Euro.
The the heat forced the cancellation of 36 meetings.,Aufgrund der Hitze mussten 36 Treffen abgesagt werden.
"According to the report, the meeting will happen in next week.",Dem Bericht zufolge soll das Treffen nächste Woche stattfinden.
The massive old house stood at the end of the the path.,Das massive alte Haus stand am Ende des Weges.
I need to caused the analysis before the meeting.,Ich muss die Analyse vor dem Treffen veranlassen.
"According to experts, the meeting will happen in in two days.",Experten zufolge wird das Treffen in zwei Tagen stattfinden.
I need to triggered the analysis before the meeting.,Ich muss die Analyse vor dem Meeting anstoßen.
Please caused the application by Monday.,Bitte stellen Sie den Antrag bis Montag.
The the club won the championship after a unexpected victory.,Nach einem unerwarteten Sieg gewann der Verein die Meisterschaft.
The unexpected change triggered the delay.,Die unerwartete Änderung löste die Verzögerung aus.
The massive old house stood at the end of the the lane.,Das massive alte Haus stand am Ende der Gasse.
Scientists have discovered a slight report in the forest.,Wissenschaftler haben im Wald einen leichten Bericht entdeckt.
The the squad won the championship after a massive victory.,Nach einem gewaltigen Sieg gewann die Mannschaft die Meisterschaft.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
"According to the ministry, the meeting will happen in soon.",Nach Angaben des Ministeriums wird das Treffen bald stattfinden.
The the storm forced the cancellation of 4 appointments.,Der Sturm erzwang die Absage von 4 Terminen.
Scientists have discovered a dramatic storm in the desert.,Wissenschaftler haben einen dramatischen Sturm in der Wüste entdeckt.
The the squad won the championship after a unexpected victory.,Nach einem unerwarteten Sieg gewann die Mannschaft die Meisterschaft.
Please resulted in the proposal by Monday.,Bitte reichen Sie den Vorschlag bis Montag ein.
Scientists have discovered a slight discovery in the desert.,Wissenschaftler haben in der Wüste eine kleine Entdeckung gemacht.
I need to caused the presentation before the end of day.,Ich muss die Präsentation vor dem Ende des Tages veranlassen.
The the heat forced the cancellation of 11 meetings.,Aufgrund der Hitze mussten 11 Treffen abgesagt werden.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
Scientists have discovered a slight report in the ocean.,Wissenschaftler haben einen kleinen Bericht im Ozean entdeckt.
I need to triggered the presentation before the meeting.,Ich muss die Präsentation vor dem Meeting auslösen.
Please resulted in the application by the end of the week.,Bitte reichen Sie den Antrag bis Ende der Woche ein.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
The unexpected old house stood at the end of the the gravel road.,Das unerwartete alte Haus stand am Ende der Schotterstraße.
The the team won the championship after a unexpected victory.,Nach einem unerwarteten Sieg gewann das Team die Meisterschaft.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
Please triggered the proposal by Friday.,Bitte lösen Sie den Vorschlag bis Freitag aus.
The the storm forced the cancellation of 6 flights.,Der Sturm erzwang die Annullierung von 6 Flügen.
Please resulted in the proposal by Monday.,Bitte reichen Sie den Vorschlag bis Montag ein.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
The slight old house stood at the end of the the gravel road.,Das kleine alte Haus stand am Ende der Schotterstraße.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
I need to triggered the presentation before the deadline.,Ich muss die Präsentation vor Ablauf der Frist starten.
The massive old house stood at the end of the the street.,Das massive alte Haus stand am Ende der Straße.
I need to led to the summary before the meeting.,Ich muss vor dem Treffen zur Zusammenfassung geführt werden.
The the storm forced the cancellation of 25 events.,Der Sturm erzwang die Absage von 25 Veranstaltungen.
